geography,name,county,total,percent
36119006700,"Census Tract 67, Westchester County, New York",Westchester,5061,0.90
36119006801,"Census Tract 68.01, Westchester County, New York",Westchester,5082,3.50
36119006802,"Census Tract 68.02, Westchester County, New York",Westchester,5317,1.80
36119006900,"Census Tract 69, Westchester County, New York",Westchester,6442,1.70
36119007000,"Census Tract 70, Westchester County, New York",Westchester,5463,5.50
36119007100,"Census Tract 71, Westchester County, New York",Westchester,6159,2.30
36119007200,"Census Tract 72, Westchester County, New York",Westchester,6147,9.90
36119007300,"Census Tract 73, Westchester County, New York",Westchester,5072,6.50
36119007401,"Census Tract 74.01, Westchester County, New York",Westchester,4693,2.80
36119007402,"Census Tract 74.02, Westchester County, New York",Westchester,3041,1.70
36119007500,"Census Tract 75, Westchester County, New York",Westchester,4696,3.60
36119007600,"Census Tract 76, Westchester County, New York",Westchester,5605,5.20
36119007700,"Census Tract 77, Westchester County, New York",Westchester,5301,5.50
36119007800,"Census Tract 78, Westchester County, New York",Westchester,4865,15.90
36119007901,"Census Tract 79.01, Westchester County, New York",Westchester,2875,15.90
36119007902,"Census Tract 79.02, Westchester County, New York",Westchester,4352,4.60
36119008000,"Census Tract 80, Westchester County, New York",Westchester,4610,25.20
36119008100,"Census Tract 81, Westchester County, New York",Westchester,4714,5.00
36119008200,"Census Tract 82, Westchester County, New York",Westchester,7613,4.10
36119008301,"Census Tract 83.01, Westchester County, New York",Westchester,2641,3.40
36119008302,"Census Tract 83.02, Westchester County, New York",Westchester,6859,8.50
36119008401,"Census Tract 84.01, Westchester County, New York",Westchester,2085,1.20
36119008403,"Census Tract 84.03, Westchester County, New York",Westchester,4004,7.20
36119008404,"Census Tract 84.04, Westchester County, New York",Westchester,5467,6.10
36119008500,"Census Tract 85, Westchester County, New York",Westchester,3425,2.30
36119008602,"Census Tract 86.02, Westchester County, New York",Westchester,4258,6.50
36119008700,"Census Tract 87, Westchester County, New York",Westchester,5479,2.50
36119008801,"Census Tract 88.01, Westchester County, New York",Westchester,1556,19.70
36119008802,"Census Tract 88.02, Westchester County, New York",Westchester,2395,8.00
36119008901,"Census Tract 89.01, Westchester County, New York",Westchester,6160,10.10
36119008902,"Census Tract 89.02, Westchester County, New York",Westchester,3797,3.30
36119009000,"Census Tract 90, Westchester County, New York",Westchester,3773,1.80
36119009100,"Census Tract 91, Westchester County, New York",Westchester,5802,16.10
36119009201,"Census Tract 92.01, Westchester County, New York",Westchester,3834,5.00
36119009202,"Census Tract 92.02, Westchester County, New York",Westchester,3062,11.40
36119009300,"Census Tract 93, Westchester County, New York",Westchester,3226,33.50
36119009400,"Census Tract 94, Westchester County, New York",Westchester,3552,21.60
36119009500,"Census Tract 95, Westchester County, New York",Westchester,5756,5.40
36119009600,"Census Tract 96, Westchester County, New York",Westchester,4505,1.80
36119009701,"Census Tract 97.01, Westchester County, New York",Westchester,3107,3.30
36119009702,"Census Tract 97.02, Westchester County, New York",Westchester,2800,13.90
36119009703,"Census Tract 97.03, Westchester County, New York",Westchester,4070,6.10
36119009800,"Census Tract 98, Westchester County, New York",Westchester,4610,2.30
36119009900,"Census Tract 99, Westchester County, New York",Westchester,2826,2.10
36119010000,"Census Tract 100, Westchester County, New York",Westchester,5597,2.10
36119010100,"Census Tract 101, Westchester County, New York",Westchester,4856,0.70
36119010200,"Census Tract 102, Westchester County, New York",Westchester,4623,2.60
36119010300,"Census Tract 103, Westchester County, New York",Westchester,2887,3.80
36119010400,"Census Tract 104, Westchester County, New York",Westchester,3469,2.90
36119010500,"Census Tract 105, Westchester County, New York",Westchester,6537,2.70
36119010600,"Census Tract 106, Westchester County, New York",Westchester,4533,1.00
36119010701,"Census Tract 107.01, Westchester County, New York",Westchester,5919,2.70
36119010702,"Census Tract 107.02, Westchester County, New York",Westchester,5154,5.40
36119010801,"Census Tract 108.01, Westchester County, New York",Westchester,3398,7.80
36119010803,"Census Tract 108.03, Westchester County, New York",Westchester,3645,7.50
36119010804,"Census Tract 108.04, Westchester County, New York",Westchester,2420,2.40
36119010901,"Census Tract 109.01, Westchester County, New York",Westchester,1975,19.50
36119010902,"Census Tract 109.02, Westchester County, New York",Westchester,5991,5.00
36119010903,"Census Tract 109.03, Westchester County, New York",Westchester,4856,7.60
36119011000,"Census Tract 110, Westchester County, New York",Westchester,2757,3.50
36119011101,"Census Tract 111.01, Westchester County, New York",Westchester,5984,4.20
36119011102,"Census Tract 111.02, Westchester County, New York",Westchester,2803,2.50
36119011200,"Census Tract 112, Westchester County, New York",Westchester,4488,12.70
36119011300,"Census Tract 113, Westchester County, New York",Westchester,6404,7.10
36119011401,"Census Tract 114.01, Westchester County, New York",Westchester,3713,2.00
36119011402,"Census Tract 114.02, Westchester County, New York",Westchester,1760,5.10
36119011500,"Census Tract 115, Westchester County, New York",Westchester,5695,7.80
36119011601,"Census Tract 116.01, Westchester County, New York",Westchester,3093,11.60
36119011602,"Census Tract 116.02, Westchester County, New York",Westchester,3402,12.80
36119011700,"Census Tract 117, Westchester County, New York",Westchester,3428,1.10
36119011800,"Census Tract 118, Westchester County, New York",Westchester,5010,1.10
36119011902,"Census Tract 119.02, Westchester County, New York",Westchester,4706,6.00
36119012000,"Census Tract 120, Westchester County, New York",Westchester,4416,4.30
36119012101,"Census Tract 121.01, Westchester County, New York",Westchester,5499,1.50
36119012102,"Census Tract 121.02, Westchester County, New York",Westchester,4853,4.10
36119012201,"Census Tract 122.01, Westchester County, New York",Westchester,2820,1.40
36119012202,"Census Tract 122.02, Westchester County, New York",Westchester,4109,9.30
36119012301,"Census Tract 123.01, Westchester County, New York",Westchester,2475,0.70
36119012303,"Census Tract 123.03, Westchester County, New York",Westchester,4824,1.30
36119012304,"Census Tract 123.04, Westchester County, New York",Westchester,4802,2.20
36119012400,"Census Tract 124, Westchester County, New York",Westchester,5117,0.40
36119012501,"Census Tract 125.01, Westchester County, New York",Westchester,3245,3.90
36119012502,"Census Tract 125.02, Westchester County, New York",Westchester,5528,6.30
36119012503,"Census Tract 125.03, Westchester County, New York",Westchester,3772,7.40
36119012600,"Census Tract 126, Westchester County, New York",Westchester,4621,8.60
36119012700,"Census Tract 127, Westchester County, New York",Westchester,4551,4.60
36119012803,"Census Tract 128.03, Westchester County, New York",Westchester,2597,6.60
36119012804,"Census Tract 128.04, Westchester County, New York",Westchester,4604,10.60
36119012900,"Census Tract 129, Westchester County, New York",Westchester,4344,10.30
36119013000,"Census Tract 130, Westchester County, New York",Westchester,6592,4.50
36119013102,"Census Tract 131.02, Westchester County, New York",Westchester,6646,1.20
36119013103,"Census Tract 131.03, Westchester County, New York",Westchester,5642,2.20
36119013104,"Census Tract 131.04, Westchester County, New York",Westchester,5487,5.40
36119013201,"Census Tract 132.01, Westchester County, New York",Westchester,3607,1.10
36119013202,"Census Tract 132.02, Westchester County, New York",Westchester,3210,5.70
36119013301,"Census Tract 133.01, Westchester County, New York",Westchester,3573,16.10
36119013304,"Census Tract 133.04, Westchester County, New York",Westchester,4730,7.70
36119013401,"Census Tract 134.01, Westchester County, New York",Westchester,2453,6.20
36119013402,"Census Tract 134.02, Westchester County, New York",Westchester,4136,6.80
36119013500,"Census Tract 135, Westchester County, New York",Westchester,3843,8.20
36119013600,"Census Tract 136, Westchester County, New York",Westchester,4326,4.60
36119013700,"Census Tract 137, Westchester County, New York",Westchester,5396,5.70
36119013800,"Census Tract 138, Westchester County, New York",Westchester,3379,4.00
36119013900,"Census Tract 139, Westchester County, New York",Westchester,4572,1.70
36119014000,"Census Tract 140, Westchester County, New York",Westchester,2262,4.80
36119014100,"Census Tract 141, Westchester County, New York",Westchester,6593,15.70
36119014200,"Census Tract 142, Westchester County, New York",Westchester,3455,19.00
36119014300,"Census Tract 143, Westchester County, New York",Westchester,4069,20.70
36119014400,"Census Tract 144, Westchester County, New York",Westchester,6177,7.70
36119014500,"Census Tract 145, Westchester County, New York",Westchester,3620,2.80
36119014604,"Census Tract 146.04, Westchester County, New York",Westchester,4363,5.70
36119014605,"Census Tract 146.05, Westchester County, New York",Westchester,3104,15.10
36119014606,"Census Tract 146.06, Westchester County, New York",Westchester,5269,2.20
36119014607,"Census Tract 146.07, Westchester County, New York",Westchester,4689,0.60
36119014701,"Census Tract 147.01, Westchester County, New York",Westchester,5031,8.00
36119014703,"Census Tract 147.03, Westchester County, New York",Westchester,6096,5.60
36119014704,"Census Tract 147.04, Westchester County, New York",Westchester,2361,5.00
36119014805,"Census Tract 148.05, Westchester County, New York",Westchester,4110,2.50
36119014806,"Census Tract 148.06, Westchester County, New York",Westchester,6066,4.70
36119014808,"Census Tract 148.08, Westchester County, New York",Westchester,3424,1.60
36119014809,"Census Tract 148.09, Westchester County, New York",Westchester,6088,5.10
36119014810,"Census Tract 148.10, Westchester County, New York",Westchester,1967,6.80
36119014811,"Census Tract 148.11, Westchester County, New York",Westchester,5753,1.40
36119014812,"Census Tract 148.12, Westchester County, New York",Westchester,4729,7.00
36119014813,"Census Tract 148.13, Westchester County, New York",Westchester,3998,4.30
36119014901,"Census Tract 149.01, Westchester County, New York",Westchester,6465,1.50
36119014903,"Census Tract 149.03, Westchester County, New York",Westchester,4046,5.90
36119014907,"Census Tract 149.07, Westchester County, New York",Westchester,4046,0.70
36119014908,"Census Tract 149.08, Westchester County, New York",Westchester,3844,2.10
36119014909,"Census Tract 149.09, Westchester County, New York",Westchester,2635,2.90
36119015000,"Census Tract 150, Westchester County, New York",Westchester,4921,3.60
36119015100,"Census Tract 151, Westchester County, New York",Westchester,4412,3.30
36119981000,"Census Tract 9810, Westchester County, New York",Westchester,955,69.80
36119982000,"Census Tract 9820, Westchester County, New York",Westchester,0,0
36119983000,"Census Tract 9830, Westchester County, New York",Westchester,27,37.00
36119984000,"Census Tract 9840, Westchester County, New York",Westchester,362,22.10
36119985000,"Census Tract 9850, Westchester County, New York",Westchester,0,0
